,location,total_sqft,bath,balcony,price,bhk
3433,Hulimavu,1231.0,2.0,1.0,84.5,2.0
3434,Hulimavu,1916.0,2.0,1.0,150.0,3.0
3437,ISRO Layout,1000.0,2.0,1.0,60.0,2.0
3439,ISRO Layout,1000.0,2.0,1.0,60.0,2.0
3443,ISRO Layout,1370.0,2.0,2.0,87.0,3.0
3448,Iblur Village,3235.0,3.0,1.0,235.0,3.0
3449,Iblur Village,3596.0,5.0,1.0,290.0,4.0
3450,Iblur Village,1920.0,3.0,2.0,130.0,3.0
3451,Iblur Village,1995.0,3.0,2.0,135.0,3.0
3452,Iblur Village,3596.0,5.0,1.0,282.0,4.0
3453,Iblur Village,1918.0,3.0,2.0,129.0,3.0
3454,Iblur Village,3596.0,5.0,0.0,252.0,4.0
3455,Iblur Village,2100.0,4.0,2.0,145.0,3.0
3456,Iblur Village,1920.0,3.0,2.0,150.0,3.0
3457,Iblur Village,1920.0,3.0,2.0,130.0,3.0
3458,Iblur Village,1920.0,3.0,2.0,150.0,3.0
3459,Iblur Village,2000.0,4.0,2.0,138.0,3.0
3460,Iblur Village,3596.0,5.0,1.0,260.0,4.0
3461,Iblur Village,3596.0,5.0,1.0,279.0,4.0
3462,Iblur Village,2666.0,4.0,1.0,200.0,3.0
3464,Iblur Village,3596.0,5.0,1.0,297.0,4.0
3466,Iblur Village,1920.0,3.0,2.0,130.0,3.0
3467,Iblur Village,3596.0,4.0,2.0,268.0,4.0
3468,Iblur Village,3596.0,5.0,1.0,251.0,4.0
3469,Indira Nagar,2200.0,4.0,2.0,200.0,4.0
3470,Indira Nagar,1200.0,2.0,2.0,93.0,2.0
3471,Indira Nagar,1128.0,2.0,2.0,105.0,2.0
3472,Indira Nagar,2800.0,3.0,1.0,330.0,3.0
3473,Indira Nagar,1650.0,3.0,2.0,200.0,3.0
3474,Indira Nagar,1875.0,3.0,1.0,180.0,3.0
3475,Indira Nagar,1210.0,2.0,1.0,102.0,2.0
3476,Indira Nagar,1224.0,2.0,2.0,105.0,2.0
3477,Indira Nagar,2070.0,3.0,2.0,225.0,3.0
3478,Indira Nagar,500.0,1.0,0.0,70.0,1.0
3479,Indira Nagar,1400.0,2.0,2.0,168.0,2.0
3480,Indira Nagar,2400.0,4.0,2.0,525.0,4.0
3481,Indira Nagar,1407.0,3.0,1.0,120.0,3.0
3482,Indira Nagar,1145.0,2.0,2.0,100.0,2.0
3483,Indira Nagar,1470.0,2.0,2.0,170.0,2.0
3484,Indira Nagar,2700.0,3.0,2.0,324.0,3.0
3485,Indira Nagar,850.0,1.0,2.0,57.0,1.0
3486,Indira Nagar,3250.0,8.0,1.0,600.0,8.0
3487,Indira Nagar,2601.0,4.0,2.0,312.0,3.0
3488,Indira Nagar,1260.0,2.0,2.0,100.0,2.0
3489,Indira Nagar,1740.0,3.0,2.0,191.0,3.0
3490,Indira Nagar,1650.0,3.0,3.0,220.0,3.0
3491,Indira Nagar,1700.0,3.0,2.0,150.0,3.0
3492,Indira Nagar,3200.0,3.0,2.0,250.0,4.0
3493,Indira Nagar,1440.0,3.0,1.0,275.0,3.0
3494,Indira Nagar,1475.0,2.0,2.0,171.0,2.0
3495,Indira Nagar,3200.0,4.0,2.0,440.0,4.0
3496,Indira Nagar,4000.0,4.0,1.0,700.0,4.0
3497,Indira Nagar,850.0,1.0,2.0,60.0,1.0
3498,Indira Nagar,2400.0,4.0,2.0,405.0,4.0
3499,Indira Nagar,1800.0,5.0,2.0,350.0,5.0
3500,Indira Nagar,1500.0,3.0,3.0,120.0,3.0
3501,Indira Nagar,2200.0,3.0,2.0,160.0,3.0
3502,Indira Nagar,1650.0,3.0,2.0,200.0,3.0
3503,Indira Nagar,2800.0,4.0,3.0,365.0,4.0
3504,Indira Nagar,1260.0,2.0,3.0,120.0,2.0
3505,Indira Nagar,1149.0,2.0,1.0,130.0,2.0
3506,Indira Nagar,1650.0,3.0,1.0,150.0,3.0
3507,Indira Nagar,2400.0,6.0,2.0,475.0,6.0
3508,JP Nagar,1850.0,3.0,3.0,150.0,3.0
3510,JP Nagar,1100.0,2.0,2.0,70.0,2.0
3512,JP Nagar,2500.0,3.0,2.0,135.0,3.0
3514,JP Nagar,1050.0,1.0,1.0,44.0,1.0
3516,JP Nagar,1300.0,2.0,1.0,90.87,2.0
3517,JP Nagar,1315.0,2.0,1.0,85.4,3.0
3518,JP Nagar,1690.0,3.0,2.0,112.0,3.0
3523,JP Nagar,750.0,1.0,1.0,52.5,1.0
3524,JP Nagar,1200.0,2.0,3.0,78.0,2.0
3525,JP Nagar,1850.0,2.0,2.0,110.0,3.0
3529,JP Nagar,1500.0,2.0,3.0,82.0,3.0
3530,JP Nagar,820.0,2.0,1.0,45.0,2.0
3531,JP Nagar,1750.0,3.0,1.0,123.0,3.0
3536,JP Nagar,745.0,1.0,0.0,34.27,1.0
3538,JP Nagar,1150.0,2.0,2.0,90.0,2.0
3540,JP Nagar,1960.0,3.0,1.0,138.0,3.0
3542,JP Nagar,1590.0,2.0,3.0,85.0,3.0
3545,JP Nagar,2400.0,3.0,3.0,196.0,3.0
3546,JP Nagar,1300.0,2.0,1.0,91.65,2.0
3548,JP Nagar,1250.0,2.0,2.0,93.0,2.0
3549,JP Nagar,1500.0,2.0,1.0,108.0,3.0
3550,JP Nagar,1405.0,2.0,1.0,99.0,2.0
3551,JP Nagar,1157.0,2.0,1.0,73.0,2.0
3552,JP Nagar,1500.0,2.0,3.0,82.0,3.0
3555,Jakkur,1590.0,2.0,2.0,125.0,3.0
3556,Jakkur,1279.0,2.0,1.0,77.0,2.0
3557,Jakkur,1710.0,3.0,2.0,107.0,3.0
3558,Jakkur,1396.0,2.0,1.0,86.51,3.0
3559,Jakkur,3467.86,6.0,3.0,249.0,4.0
3560,Jakkur,1865.0,3.0,1.0,124.0,3.0
3562,Jakkur,1760.0,3.0,2.0,139.0,3.0
3563,Jakkur,1290.0,2.0,1.0,100.0,2.0
3564,Jakkur,1452.19,2.0,1.0,100.0,2.0
3565,Jakkur,1798.0,3.0,1.0,120.0,3.0
3566,Jakkur,1300.0,2.0,1.0,85.0,2.0
3567,Jakkur,1950.0,3.0,2.0,131.0,3.0
3569,Jakkur,1230.0,2.0,1.0,76.0,2.0
3571,Jakkur,1290.0,2.0,1.0,80.0,2.0
3572,Jakkur,1760.0,3.0,2.0,110.0,3.0
3574,Jakkur,1483.0,2.0,1.0,98.0,2.0
3575,Jakkur,1482.0,3.0,2.0,86.0,3.0
3576,Jakkur,1645.0,3.0,1.0,100.0,3.0
3577,Jakkur,1650.0,3.0,2.0,111.0,3.0
3579,Jakkur,2423.0,4.0,3.0,160.0,3.0
3580,Jakkur,2197.0,3.0,2.0,136.0,3.0
3581,Jakkur,1125.0,2.0,2.0,65.0,2.0
3582,Jakkur,1230.0,2.0,1.0,79.0,2.0
3583,Jakkur,1202.0,2.0,1.0,79.0,2.0
3584,Jakkur,1858.0,3.0,1.0,123.0,3.0
3585,Jakkur,1798.0,3.0,1.0,110.0,3.0
3586,Jakkur,1785.0,3.0,2.0,130.0,3.0
3587,Jakkur,1080.0,2.0,2.0,60.0,2.0
3588,Jakkur,1816.0,3.0,1.0,119.0,3.0
3589,Jakkur,1424.0,2.0,3.0,80.0,2.0
3590,Jakkur,1290.0,2.0,1.0,85.0,2.0
3591,Jakkur,1300.0,2.0,2.0,80.0,2.0
3592,Jakkur,1290.0,2.0,1.0,80.04,2.0
3593,Jakkur,1282.0,2.0,1.0,72.0,2.0
3594,Jakkur,1880.0,4.0,2.0,110.0,3.0
3595,Jakkur,1660.0,3.0,2.0,104.0,3.0
3596,Jakkur,1291.0,2.0,1.0,75.0,2.0
3597,Jakkur,1473.0,2.0,1.0,85.0,2.0
3599,Jakkur,1660.0,3.0,2.0,104.0,3.0
3600,Jakkur,1950.0,3.0,2.0,131.0,3.0
3601,Jakkur,1432.0,2.0,1.0,85.0,2.0
3602,Jakkur,1150.0,3.0,2.0,65.0,3.0
3603,Jakkur,1710.0,3.0,2.0,110.0,3.0
3604,Jalahalli,1400.0,3.0,0.0,77.0,3.0
3605,Jalahalli,2250.0,3.0,2.0,160.0,3.0
3606,Jalahalli,1694.0,2.0,2.0,125.0,2.0
3607,Jalahalli,1870.0,3.0,2.0,110.0,3.0
3608,Jalahalli,1400.0,1.0,1.0,80.0,2.0
3609,Jalahalli,1045.0,2.0,2.0,76.77,2.0
3610,Jalahalli,1615.0,3.0,2.0,89.75,3.0
3611,Jalahalli,2113.0,3.0,2.0,155.0,3.0
3612,Jalahalli,1932.0,4.0,3.0,135.0,3.0
3613,Jalahalli,1045.0,2.0,1.0,58.0,2.0
3614,Jalahalli,1200.0,4.0,0.0,90.0,4.0
3616,Jalahalli,2384.0,4.0,2.0,165.0,3.0
3617,Jalahalli,790.0,2.0,1.0,49.5,2.0
3618,Jalahalli,1395.0,3.0,3.0,82.0,3.0
3619,Jalahalli,1770.0,3.0,3.0,100.0,3.0
3620,Jalahalli,1569.0,3.0,2.0,118.0,3.0
3621,Jalahalli,600.0,1.0,0.0,37.0,1.0
3622,Jalahalli,615.0,1.0,1.0,46.0,1.0
3623,Jalahalli,2404.0,3.0,2.0,138.0,3.0
3624,Jalahalli,905.0,2.0,2.0,55.0,2.0
3625,Jalahalli,1000.0,2.0,0.0,70.0,2.0
3626,Jalahalli,615.0,1.0,1.0,46.0,1.0
3627,Jalahalli,1704.0,3.0,2.0,94.36,3.0
3628,Jalahalli,1470.0,2.0,3.0,102.0,3.0
3629,Jalahalli,1244.0,2.0,2.0,88.0,2.0
3630,Jalahalli,1407.0,2.0,1.0,98.49,2.0
3631,Jalahalli,1200.0,2.0,1.0,66.0,1.0
3632,Jalahalli,1530.0,2.0,3.0,89.0,3.0
3633,Jalahalli,1045.0,2.0,1.0,76.77,2.0
3634,Jalahalli,1575.0,4.0,3.0,100.0,3.0
3635,Jalahalli,2086.0,3.0,2.0,160.0,3.0
3636,Jalahalli,980.0,2.0,2.0,60.0,3.0
3638,Jalahalli,1881.0,3.0,2.0,115.0,3.0
3639,Jalahalli,1405.0,2.0,1.0,85.0,3.0
3640,Jalahalli East,750.0,1.0,2.0,40.0,1.0
3642,Jalahalli East,1020.0,2.0,1.0,58.0,2.0
3647,Jigani,918.0,2.0,2.0,52.0,2.0
3651,Jigani,927.0,2.0,2.0,55.0,2.0
3653,Jigani,2400.0,4.0,1.0,130.0,3.0
3655,Jigani,918.0,2.0,2.0,63.2,2.0
3657,Jigani,918.0,2.0,2.0,55.0,2.0
3658,Jigani,2400.0,3.0,2.0,149.0,3.0
3661,Jigani,923.0,2.0,1.0,50.0,2.0
3664,Jigani,1221.0,3.0,3.0,72.0,3.0
3665,Jigani,918.0,2.0,1.0,49.0,2.0
3667,Jigani,914.0,2.0,2.0,49.0,2.0
3668,Jigani,918.0,2.0,2.0,50.0,2.0
3669,Jigani,1200.0,3.0,2.0,65.0,3.0
3670,Jigani,914.0,2.0,2.0,55.0,2.0
3673,Jigani,1221.0,3.0,2.0,65.0,3.0
3674,Jigani,1221.0,3.0,3.0,75.0,3.0
3675,Jigani,1252.0,3.0,3.0,70.0,3.0
3676,Jigani,1221.0,3.0,2.0,65.0,3.0
3679,Jigani,1221.0,3.0,3.0,70.0,3.0
3683,Jigani,918.0,2.0,2.0,56.0,2.0
3684,Jigani,1245.0,3.0,3.0,66.0,3.0
3685,Jigani,1221.0,3.0,3.0,65.0,3.0
3688,Judicial Layout,2070.0,3.0,3.0,162.0,3.0
3689,Judicial Layout,1700.0,3.0,2.0,155.0,3.0
3692,Judicial Layout,5400.0,4.0,2.0,700.0,5.0
3693,Judicial Layout,1500.0,3.0,2.0,162.0,4.0
3695,Judicial Layout,1989.0,4.0,3.0,155.0,3.0
3700,KR Puram,1200.0,2.0,0.0,71.0,2.0
3704,KR Puram,1470.0,2.0,2.0,86.0,2.0
3705,KR Puram,714.0,1.0,1.0,28.0,1.0
3715,KR Puram,1156.0,2.0,1.0,72.0,2.0
3716,KR Puram,1000.0,2.0,0.0,60.0,2.0
3724,KR Puram,1200.0,1.0,0.0,65.0,2.0
3725,KR Puram,1076.0,2.0,2.0,67.0,2.0
3731,KR Puram,1200.0,4.0,0.0,83.0,4.0
3739,KR Puram,1700.0,3.0,3.0,105.0,3.0
3740,KR Puram,1200.0,2.0,1.0,72.0,2.0
3741,KR Puram,3628.0,4.0,1.0,246.0,4.0
3746,KR Puram,1290.0,2.0,2.0,69.0,2.0
3751,KR Puram,700.0,1.0,1.0,21.5,1.0
3753,KR Puram,1827.0,3.0,2.0,97.0,3.0
3759,KR Puram,1200.0,2.0,0.0,75.0,2.0
3762,Kadubeesanahalli,1532.0,3.0,1.0,115.0,3.0
3765,Kadubeesanahalli,1257.0,2.0,2.0,93.0,2.0
3766,Kadubeesanahalli,1365.0,3.0,1.0,80.0,3.0
3767,Kadubeesanahalli,1257.0,2.0,1.0,105.0,2.0
3770,Kadubeesanahalli,1140.0,2.0,1.0,78.0,2.0
3775,Kadugodi,1890.0,4.0,3.0,127.0,3.0
3777,Kadugodi,1762.0,3.0,3.0,110.0,3.0
3778,Kadugodi,1900.0,3.0,2.0,108.0,3.0
3783,Kadugodi,1314.0,2.0,2.0,78.0,2.0
3784,Kadugodi,1762.0,3.0,3.0,112.0,3.0
3785,Kadugodi,1314.0,2.0,3.0,83.0,2.0
3786,Kadugodi,1351.0,2.0,2.0,78.0,3.0
3788,Kadugodi,1890.0,4.0,3.0,125.0,3.0
3791,Kadugodi,1762.0,3.0,3.0,112.0,3.0
3792,Kadugodi,1890.0,4.0,3.0,125.0,3.0
3797,Kadugodi,1875.0,2.0,1.0,110.0,3.0
3799,Kadugodi,1762.0,3.0,3.0,109.0,3.0
3800,Kadugodi,1314.0,2.0,3.0,80.0,2.0
3851,Kaggalipura,700.0,1.0,0.0,38.0,1.0
3853,Kaggalipura,700.0,1.0,0.0,36.0,1.0
3855,Kaggalipura,1000.0,2.0,1.0,60.0,2.0
3858,Kaggalipura,1150.0,2.0,1.0,62.0,3.0
3859,Kaggalipura,700.0,1.0,0.0,35.0,1.0
3861,Kaggalipura,1210.0,2.0,1.0,65.0,3.0
3863,Kaggalipura,950.0,2.0,1.0,60.0,2.0
3864,Kaikondrahalli,1645.0,3.0,2.0,100.0,3.0
3868,Kaikondrahalli,1700.0,4.0,2.0,108.0,4.0
3869,Kaikondrahalli,1342.0,3.0,3.0,92.0,3.0
3870,Kaikondrahalli,1605.0,3.0,3.0,105.0,3.0
3871,Kaikondrahalli,1253.0,2.0,2.0,81.5,2.0
3872,Kaikondrahalli,991.0,2.0,0.0,64.0,2.0
3873,Kaikondrahalli,1250.0,2.0,1.0,78.0,2.0
3876,Kalena Agrahara,1804.0,3.0,2.0,120.0,3.0
3878,Kalena Agrahara,1325.0,2.0,2.0,76.0,2.0
3879,Kalena Agrahara,1450.0,2.0,3.0,85.0,3.0
3884,Kalena Agrahara,610.0,1.0,1.0,39.0,1.0
3886,Kalena Agrahara,1450.0,3.0,3.0,100.0,3.0
3895,Kalena Agrahara,1200.0,3.0,2.0,70.0,2.0
3897,Kalyan nagar,1375.0,3.0,2.0,75.0,3.0
3899,Kalyan nagar,3800.0,5.0,3.0,300.0,4.0
3900,Kalyan nagar,1640.0,3.0,3.0,88.0,3.0
3902,Kalyan nagar,1080.0,2.0,2.0,73.0,2.0
3906,Kalyan nagar,1198.0,2.0,1.0,65.0,2.0
3910,Kalyan nagar,2285.0,4.0,1.0,165.0,3.0
3911,Kalyan nagar,1100.0,2.0,1.0,70.0,2.0
3933,Kammanahalli,1666.0,4.0,1.0,150.0,5.0
3934,Kammanahalli,700.0,1.0,0.0,59.0,1.0
3935,Kammanahalli,1200.0,2.0,2.0,80.0,2.0
3936,Kammanahalli,1100.0,2.0,1.0,60.0,2.0
3937,Kammanahalli,1200.0,1.0,1.0,81.0,2.0
3938,Kammanahalli,2900.0,4.0,2.0,200.0,4.0
3939,Kammanahalli,1200.0,3.0,2.0,80.0,2.0
3962,Kammasandra,610.0,1.0,1.0,18.5,1.0
3964,Kanakapura,711.0,1.0,1.0,36.0,1.0
3965,Kanakapura,711.0,1.0,1.0,38.0,1.0
3967,Kanakapura,551.0,1.0,1.0,30.0,1.0
3969,Kanakapura,1699.0,3.0,3.0,97.0,3.0
3977,Kanakapura,1254.0,2.0,2.0,70.0,3.0
3978,Kanakapura,2200.0,3.0,1.0,121.0,3.0
3986,Kanakapura,938.0,1.0,1.0,50.0,1.0
3991,Kanakpura Road,950.0,2.0,1.0,57.0,2.0
3994,Kanakpura Road,525.0,1.0,1.0,26.0,1.0
3996,Kanakpura Road,525.0,2.0,2.0,21.53,1.0
3999,Kanakpura Road,525.0,1.0,1.0,27.25,1.0
4001,Kanakpura Road,525.0,1.0,1.0,30.0,1.0
4003,Kanakpura Road,1339.0,2.0,3.0,75.0,2.0
4005,Kanakpura Road,525.0,1.0,1.0,26.0,1.0
4008,Kanakpura Road,1290.0,2.0,3.0,74.0,2.0
4012,Kanakpura Road,1542.0,2.0,3.0,85.0,3.0
4013,Kanakpura Road,1300.0,2.0,3.0,69.0,3.0
4019,Kanakpura Road,1495.0,2.0,2.0,90.0,2.0
4022,Kanakpura Road,1560.0,3.0,2.0,92.0,3.0
4024,Kanakpura Road,3500.0,6.0,2.0,225.0,4.0
4034,Kanakpura Road,1366.0,3.0,1.0,76.85,2.0
4036,Kanakpura Road,525.0,1.0,1.0,25.0,1.0
4038,Kanakpura Road,2265.0,3.0,2.0,136.0,3.0
4043,Kanakpura Road,2200.0,3.0,2.0,130.0,3.0
4044,Kanakpura Road,525.0,1.0,1.0,30.0,1.0
4046,Kanakpura Road,1051.0,2.0,2.0,56.74,2.0
4047,Kanakpura Road,525.0,1.0,1.0,30.0,1.0
4052,Kanakpura Road,1300.0,3.0,2.0,69.0,3.0
4053,Kanakpura Road,700.0,2.0,1.0,40.0,2.0
4059,Kanakpura Road,1290.0,2.0,3.0,80.0,2.0
4064,Kanakpura Road,1868.0,3.0,2.0,113.0,3.0
4066,Kanakpura Road,1366.0,2.0,1.0,83.0,2.0
4067,Kanakpura Road,700.0,2.0,1.0,40.0,2.0
4069,Kanakpura Road,1339.0,2.0,2.0,71.5,2.0
4071,Kanakpura Road,670.0,1.0,1.0,35.0,1.0
4078,Kanakpura Road,525.0,1.0,1.0,30.0,1.0
4081,Kanakpura Road,1498.0,3.0,2.0,95.0,3.0
4082,Kanakpura Road,525.0,2.0,2.0,27.0,1.0
4085,Kanakpura Road,712.0,1.0,1.0,38.44,1.0
4089,Kanakpura Road,1507.0,2.0,3.0,95.0,3.0
4093,Kanakpura Road,1339.0,2.0,2.0,85.0,2.0
4094,Kanakpura Road,525.0,1.0,1.0,27.0,1.0
4095,Kanakpura Road,525.0,1.0,1.0,27.5,1.0
4096,Kanakpura Road,525.0,1.0,1.0,26.25,1.0
4098,Kanakpura Road,525.0,1.0,1.0,26.0,1.0
4099,Kanakpura Road,1050.0,2.0,1.0,59.0,3.0
4100,Kanakpura Road,1600.0,3.0,3.0,90.0,3.0
4101,Kanakpura Road,525.0,2.0,2.0,29.25,1.0
4116,Kanakpura Road,700.0,2.0,1.0,41.0,2.0
4120,Kanakpura Road,700.0,1.0,1.0,41.0,2.0
4123,Kanakpura Road,1140.0,2.0,1.0,65.0,2.0
4125,Kanakpura Road,700.0,2.0,1.0,40.0,2.0
4128,Kanakpura Road,525.0,1.0,1.0,26.01,1.0
4132,Kanakpura Road,1698.0,2.0,1.0,105.0,2.0
4133,Kanakpura Road,1300.0,3.0,2.0,69.0,3.0
4134,Kanakpura Road,1300.0,3.0,1.0,69.0,3.0
4136,Kanakpura Road,1167.0,2.0,1.0,63.0,2.0
4140,Kanakpura Road,1300.0,3.0,1.0,69.0,3.0
4145,Kanakpura Road,1430.0,2.0,2.0,78.0,2.0
4149,Kanakpura Road,525.0,2.0,2.0,27.0,1.0
4156,Kanakpura Road,1300.0,2.0,3.0,69.0,3.0
4164,Kanakpura Road,850.0,1.0,1.0,37.32,1.0
4166,Kanakpura Road,525.0,1.0,1.0,30.0,1.0
4167,Kanakpura Road,1938.0,3.0,3.0,105.0,3.0
4169,Kanakpura Road,525.0,1.0,1.0,26.0,1.0
4174,Kanakpura Road,1622.0,3.0,2.0,95.0,3.0
4179,Kannamangala,957.0,2.0,1.0,58.0,2.0
4180,Kannamangala,957.0,2.0,1.0,56.0,2.0
4181,Kannamangala,3000.0,4.0,0.0,200.0,4.0
4182,Kannamangala,1536.0,3.0,1.0,89.0,3.0
4184,Kannamangala,1574.0,3.0,1.0,93.34,3.0
4185,Kannamangala,957.0,2.0,0.0,52.5,2.0
4186,Kannamangala,1536.0,3.0,1.0,104.0,3.0
4187,Kannamangala,957.0,2.0,2.0,54.5,2.0
4189,Kannamangala,957.0,2.0,1.0,55.0,2.0
4190,Kannamangala,957.0,2.0,2.0,56.0,2.0
4191,Karuna Nagar,2500.0,3.0,2.0,180.0,3.0
4192,Karuna Nagar,2500.0,3.0,2.0,190.0,3.0
4193,Karuna Nagar,1962.0,3.0,2.0,175.0,3.0
4194,Karuna Nagar,1057.0,2.0,1.0,65.0,2.0
4195,Karuna Nagar,1354.0,2.0,1.0,98.0,3.0
4196,Karuna Nagar,1945.0,3.0,3.0,115.0,3.0
4197,Karuna Nagar,1960.0,3.0,2.0,165.0,3.0
4198,Kasavanhalli,1060.0,2.0,2.0,58.06,2.0
4199,Kasavanhalli,1563.05,3.0,1.0,105.0,3.0
4200,Kasavanhalli,1717.0,3.0,3.0,99.0,3.0
4202,Kasavanhalli,3260.0,4.0,1.0,240.0,4.0
4203,Kasavanhalli,1349.0,2.0,2.0,78.0,2.0
4204,Kasavanhalli,1121.0,2.0,2.0,78.0,2.0
4207,Kasavanhalli,1200.0,2.0,1.0,78.0,2.0
4209,Kasavanhalli,1555.0,3.0,2.0,82.5,3.0
4210,Kasavanhalli,1476.0,3.0,0.0,89.0,3.0
4211,Kasavanhalli,1493.0,3.0,2.0,82.0,3.0
4213,Kasavanhalli,1719.0,3.0,2.0,116.0,3.0
4215,Kasavanhalli,1125.0,2.0,1.0,61.2,2.0
4216,Kasavanhalli,2170.0,3.0,2.0,151.0,3.0
4218,Kasavanhalli,1450.0,3.0,2.0,77.41,3.0
4219,Kasavanhalli,1476.0,3.0,1.0,95.0,3.0
4222,Kasavanhalli,1787.0,3.0,2.0,123.0,3.0
4223,Kasavanhalli,1090.0,2.0,2.0,59.8,2.0
4224,Kasavanhalli,1691.0,3.0,2.0,104.0,3.0
4225,Kasavanhalli,4260.0,4.0,3.0,272.0,4.0
4226,Kasavanhalli,2111.0,4.0,3.0,120.0,3.0
4230,Kasavanhalli,1667.0,3.0,2.0,92.0,3.0
4231,Kasavanhalli,1494.0,3.0,2.0,82.0,3.0
4233,Kasavanhalli,770.0,1.0,1.0,43.82,1.0
4238,Kasavanhalli,4260.0,4.0,2.0,333.0,4.0
4239,Kasavanhalli,1495.0,2.0,2.0,83.0,2.0
4240,Kasavanhalli,5000.0,2.0,2.0,400.0,2.0
4241,Kasavanhalli,4000.0,4.0,2.0,325.0,4.0
4242,Kasavanhalli,1225.0,2.0,1.0,69.0,3.0
4243,Kasavanhalli,1917.0,3.0,2.0,132.0,3.0
4244,Kasavanhalli,1375.0,2.0,1.0,78.0,2.0
4245,Kasavanhalli,4408.0,4.0,2.0,344.0,4.0
4246,Kasavanhalli,1309.0,2.0,2.0,95.0,2.0
4247,Kasavanhalli,1476.0,3.0,0.0,105.0,3.0
4248,Kasavanhalli,1158.0,2.0,2.0,67.0,2.0
4249,Kasavanhalli,1214.0,2.0,3.0,67.0,2.0
4250,Kasavanhalli,2110.0,4.0,3.0,120.0,3.0
4251,Kasavanhalli,1495.0,2.0,2.0,110.0,2.0
4252,Kasavanhalli,1575.0,2.0,3.0,85.0,2.0
4254,Kasavanhalli,1100.0,2.0,1.0,68.0,2.0
4255,Kasavanhalli,1715.0,3.0,3.0,112.0,3.0
4256,Kasavanhalli,1100.0,2.0,1.0,65.0,2.0
4257,Kasavanhalli,1230.0,2.0,2.0,66.25,2.0
4258,Kasavanhalli,1819.0,3.0,1.0,150.0,3.0
4261,Kasavanhalli,1585.0,2.0,2.0,90.0,2.0
4262,Kasavanhalli,1245.0,2.0,2.0,80.0,2.0
4263,Kasavanhalli,2035.0,3.0,2.0,142.0,3.0
4264,Kasavanhalli,1747.0,3.0,1.0,110.0,3.0
4265,Kasavanhalli,1377.0,2.0,2.0,80.0,2.0
4267,Kasavanhalli,1121.0,2.0,2.0,75.0,2.0
4268,Kasturi Nagar,1925.0,3.0,2.0,125.0,3.0
4269,Kasturi Nagar,1567.0,2.0,2.0,92.0,2.0
4271,Kasturi Nagar,1565.0,3.0,2.0,88.5,3.0
4272,Kasturi Nagar,1080.0,2.0,2.0,80.0,2.0
4273,Kasturi Nagar,1101.0,2.0,2.0,65.0,2.0
4274,Kasturi Nagar,1500.0,2.0,3.0,80.0,3.0
4275,Kasturi Nagar,1896.0,3.0,1.0,125.0,4.0
4277,Kasturi Nagar,1570.0,3.0,2.0,110.0,3.0
4278,Kasturi Nagar,1000.0,2.0,0.0,58.0,2.0
4279,Kasturi Nagar,1101.0,2.0,2.0,66.0,2.0
4281,Kathriguppe,1400.0,2.0,2.0,77.0,3.0
4282,Kathriguppe,1250.0,2.0,1.0,68.75,3.0
4283,Kathriguppe,1245.0,2.0,2.0,68.48,3.0
4284,Kathriguppe,1350.0,2.0,1.0,87.01,3.0
4285,Kathriguppe,1350.0,2.0,2.0,80.99,3.0
4286,Kathriguppe,1365.0,2.0,2.0,75.08,3.0
4287,Kathriguppe,1300.0,3.0,2.0,77.99,3.0
4288,Kathriguppe,1350.0,2.0,1.0,80.99,3.0
4289,Kathriguppe,1390.0,2.0,2.0,76.45,3.0
4290,Kathriguppe,1350.0,3.0,3.0,78.3,3.0
4291,Kathriguppe,1250.0,2.0,2.0,68.75,3.0
4292,Kathriguppe,1300.0,3.0,2.0,77.99,3.0
4293,Kathriguppe,1335.0,2.0,3.0,73.43,3.0
4294,Kathriguppe,1300.0,3.0,2.0,77.99,3.0
4295,Kathriguppe,1300.0,3.0,3.0,77.99,3.0
4296,Kathriguppe,1335.0,2.0,2.0,73.43,3.0
4297,Kathriguppe,1350.0,3.0,2.0,80.99,3.0
4298,Kathriguppe,1250.0,2.0,1.0,68.75,2.0
4299,Kathriguppe,1350.0,3.0,2.0,80.99,3.0
4309,Kaval Byrasandra,480.0,1.0,1.0,25.0,1.0
4314,Kaval Byrasandra,1025.0,2.0,1.0,60.0,2.0
4315,Kaval Byrasandra,1400.0,3.0,2.0,75.0,3.0
4316,Kenchenahalli,1015.0,2.0,2.0,58.0,2.0
4317,Kenchenahalli,715.0,1.0,1.0,45.0,1.0
4319,Kenchenahalli,1280.0,2.0,2.0,69.0,3.0
4323,Kenchenahalli,700.0,1.0,1.0,35.0,1.0
4326,Kenchenahalli,1720.0,3.0,2.0,100.0,3.0
4327,Kenchenahalli,1015.0,2.0,2.0,60.0,2.0
4336,Kengeri,1025.0,2.0,2.0,57.0,2.0
4345,Kengeri,416.0,1.0,1.0,19.5,1.0
4349,Kengeri,502.0,1.0,1.0,25.0,1.0
4351,Kengeri,1200.0,3.0,1.0,67.0,3.0
4353,Kengeri,500.0,1.0,1.0,17.0,1.0
4354,Kengeri,540.0,1.0,1.0,22.5,1.0
4363,Kengeri,416.0,1.0,1.0,18.0,1.0
4365,Kengeri,883.0,2.0,0.0,49.0,2.0
4368,Kengeri,1150.0,1.0,0.0,52.0,1.0
4373,Kengeri,3000.0,5.0,2.0,130.0,8.0
4374,Kengeri,410.0,1.0,1.0,15.0,1.0
4375,Kengeri,416.0,1.0,1.0,17.19,1.0
4379,Kengeri,550.0,1.0,1.0,16.75,1.0
